title,price,price_raw,location,link,scraped_at,source,bedrooms,bathrooms,clean_location,price_category,price_per_bedroom
HOME FOR SALE/RENT! #207,1900,"$1,900",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-207/7926420712.html,2026-04-18T06:24:04.448340,craigslist,,,Redwood At The Lake,Premium,
HOME FOR RENT!,1750,"$1,750",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923291361.html,2026-04-18T06:24:04.448379,craigslist,,,North Dfw,Premium,
HOME FOR RENT!,1490,"$1,490",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923290240.html,2026-04-18T06:24:04.448419,craigslist,,,North Dfw,Premium,
HOME FOR SALE/RENT! #2,1799,"$1,799",DENTON FALLS,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-sale-rent/7926683766.html,2026-04-18T06:24:04.448458,craigslist,,,Denton Falls,Premium,
HOME FOR RENT! #182,1850,"$1,850",SOUTHFORK DENTON,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent-182/7926704903.html,2026-04-18T06:24:04.448497,craigslist,,,Southfork Denton,Premium,
HOME FOR SALE/RENT! #352,2050,"$2,050",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-352/7926423305.html,2026-04-18T06:24:04.448534,craigslist,,,Redwood At The Lake,Luxury,
Move-In Special Alert — Ventana Ridge Apartments + Gas Card Promo!,1195,"$1,195",Luis Castro,https://dallas.craigslist.org/ndf/apa/d/dallas-move-in-special-alert-ventana/7928480059.html,2026-04-18T06:24:04.448576,craigslist,,,Luis Castro,Mid-Range,
"2 bed 2 bath, $1149 1050 sq ft. $99 FIRST MONTHS RENT SPECIAL",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-99-first/7925447513.html,2026-04-18T06:24:04.448616,craigslist,2.0,2.0,Fort Worth,Mid-Range,574.0
"Air Conditioner, Recycling, Stainless Steel Appliances",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-air-conditioner-recycling/7928029869.html,2026-04-18T06:24:04.448653,craigslist,,,"7610 Skillman St, Dallas",Mid-Range,
"Onsite management, Air conditioning, Close to schools",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-onsite-management-air/7926280353.html,2026-04-18T06:24:04.448691,craigslist,,,"14000 Esperanza Road, Dallas",Mid-Range,
"In Dallas, High speed internet access, 1BD 1BA",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-in-dallas-high-speed-internet/7923906598.html,2026-04-18T06:24:04.448731,craigslist,1.0,1.0,"2501 Webb Chapel Ext, Dallas",Budget,775.0
"Fabulous 629 sq ft 1 bed, 1 bath in sought-after Dallas area",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-fabulous-629-sq-ft-bed-bath-in/7925230927.html,2026-04-18T06:24:04.448771,craigslist,1.0,1.0,Dallas,Mid-Range,1050.0
"Settle in, Spread Out: Find Your Happy Place!",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-settle-in-spread-out-find-your/7926026634.html,2026-04-18T06:24:04.448811,craigslist,,,Dallas,Mid-Range,
"Window Coverings, W/D Hookup, Electronic Thermostat",995,$995,"1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-window-coverings-d-hookup/7926262643.html,2026-04-18T06:24:04.448863,craigslist,,,"1400 Shady Ln, Bedford",Mid-Range,
"3B/2B, Off-Street Parking, in Bedford TX",1700,"$1,700","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-3b-2b-off-street-parking-in/7922398562.html,2026-04-18T06:24:04.448905,craigslist,,,Bedford,Premium,
"Wood Burning Fireplace, Clubhouse, Controlled Access Gated Community",1475,"$1,475","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-wood-burning-fireplace/7926643299.html,2026-04-18T06:24:04.448969,craigslist,,,"2801 Turnberry Dr, Arlington",Premium,
"Flat Screen TVs, Close to Freeway, Free Parking",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-flat-screen-tvs-close-to-freeway/7925775489.html,2026-04-18T06:24:04.449013,craigslist,,,North Dfw,Budget,
"Manager's Special: No Lease, No Deposit Required",1689,"$1,689","380 W Lyndon B Johnson Fwy, Irving, TX",https://dallas.craigslist.org/ndf/apa/d/irving-managers-special-no-lease-no/7927971853.html,2026-04-18T06:24:04.449054,craigslist,,,"380 W Lyndon B Johnson Fwy, Irving",Premium,
"Built in Bookcases, Fireplaces, 1 Bed",1175,"$1,175",The Link Apartments!,https://dallas.craigslist.org/dal/apa/d/dallas-built-in-bookcases-fireplaces-bed/7926633743.html,2026-04-18T06:24:04.449094,craigslist,1.0,,The Link Apartments!,Mid-Range,1175.0
First month Freeeeee!!! Come visit and spring save @ Northaven!,1600,"$1,600","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-first-month-freeeeee-come-visit/7926905720.html,2026-04-18T06:24:04.449133,craigslist,,,"11457 Dennis Rd, Dallas",Premium,
MOVE IN ASAP!! one bedroom PRIVATE fully furnished available,450,$450,dallas,https://dallas.craigslist.org/dal/apa/d/dallas-move-in-asap-one-bedroom-private/7926697791.html,2026-04-18T06:24:04.449172,craigslist,,,Dallas,Budget,
"It's more than a home, it's a lifestyle. Join us!",825,$825,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-its-more-than-home-its/7927984925.html,2026-04-18T06:24:04.449210,craigslist,,,Fort Worth,Mid-Range,
Spacious 700 sq ft 2 bed and luxurious amenities at Turtle Dove II Apa,1450,"$1,450",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-700-sq-ft-bed-and/7923648799.html,2026-04-18T06:24:04.449252,craigslist,2.0,,Dallas,Premium,725.0
"Explore, dream, settle. Your new journey starts with this 1 BR.",1264,"$1,264",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-explore-dream-settle-your-new/7926454876.html,2026-04-18T06:24:04.449292,craigslist,1.0,,Dallas,Premium,1264.0
Magnificent views await you at Turtle Dove I Apartments,1239,"$1,239",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-magnificent-views-await-you-at/7927434945.html,2026-04-18T06:24:04.449332,craigslist,,,Dallas,Premium,
A home to adore. Our 2 BR is a must-see.,1384,"$1,384",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-home-to-adore-our-br-is-must-see/7927434750.html,2026-04-18T06:24:04.449372,craigslist,2.0,,Dallas,Premium,692.0
"Hardwood Floors, Patio Space  – French Quarter, 1 Fitness Centers",1285,"$1,285","4123 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-hardwood-floors-patio-space/7928476380.html,2026-04-18T06:24:04.449412,craigslist,,,"4123 San Jacinto St, Dallas",Premium,
"Two Sparkling Swimming Pools, Ceiling Fans, Dishwasher",1154,"$1,154","595 S Old Orchard Ln, Lewisville, TX",https://dallas.craigslist.org/ndf/apa/d/lewisville-two-sparkling-swimming-pools/7925435814.html,2026-04-18T06:24:04.449451,craigslist,,,"595 S Old Orchard Ln, Lewisville",Mid-Range,
"Dishwasher, Air Conditioner, Electronic Thermostat",1195,"$1,195","701 W Buckingham Rd, Garland, TX",https://dallas.craigslist.org/ndf/apa/d/garland-dishwasher-air-conditioner/7927529813.html,2026-04-18T06:24:04.449491,craigslist,,,"701 W Buckingham Rd, Garland",Mid-Range,
Your New Apartment Alternative Awaits - 1st Month Manager's Special!,1539,"$1,539","6801 K Ave, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-your-new-apartment-alternative/7926202466.html,2026-04-18T06:24:04.449530,craigslist,,,"6801 K Ave, Plano",Premium,
Cuddle with your pets in our cozy 2 Bed / 1 Bath. Visit today!,1269,"$1,269",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-cuddle-with-your-pets-in-our/7926682043.html,2026-04-18T06:24:04.449584,craigslist,2.0,1.0,Dallas,Premium,634.0
Four-legged friends welcome! Enjoy our pet-friendly 2 BD / 1 BA.,1264,"$1,264",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-four-legged-friends-welcome/7923741258.html,2026-04-18T06:24:04.449624,craigslist,2.0,1.0,Dallas,Premium,632.0
"Pay Monthly, Stress-Free - No Lease, No Deposit Required!",1507,"$1,507","12745 N Fwy, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-pay-monthly-stress-free-no/7927983167.html,2026-04-18T06:24:04.449664,craigslist,,,"12745 N Fwy, Fort Worth",Premium,
Vibrant Living Meets Cozy Retreats: Your Next Home Awaits Here!,1250,"$1,250",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-vibrant-living-meets-cozy/7927543675.html,2026-04-18T06:24:04.449707,craigslist,,,Dallas,Premium,
Travelling by bus? We're near the line! 1 br / 1 ba!,1255,"$1,255",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-travelling-by-bus-were-near-the/7925135492.html,2026-04-18T06:24:04.449748,craigslist,1.0,1.0,Dallas,Premium,1255.0
"Rooftop Lounge – Vintage Building, Hardwood Floors, Modern Finishes",1395,"$1,395","4201 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-rooftop-lounge-vintage-building/7927826297.html,2026-04-18T06:24:04.449787,craigslist,,,"4201 San Jacinto St, Dallas",Premium,
Rushmoore Addition Furnished Home on Treeview,2800,"$2,800",fort worth,https://dallas.craigslist.org/ftw/apa/d/arlington-rushmoore-addition-furnished/7928475899.html,2026-04-18T06:24:04.449828,craigslist,,,Fort Worth,Luxury,
"Modern Finishes, Updated Interiors, Laundry Facilities",1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-modern-finishes-updated/7927578361.html,2026-04-18T06:24:04.449867,craigslist,,,"2333 Escalante Ave, Fort Worth",Premium,
"Carpeting, Hammocks, Hardwood Floors",1040,"$1,040","6603 E Lovers Ln, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-carpeting-hammocks-hardwood/7926709842.html,2026-04-18T06:24:04.449906,craigslist,,,"6603 E Lovers Ln, Dallas",Mid-Range,
"Recycling, Ceiling Fan, Swimming Pool",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-recycling-ceiling-fan-swimming/7928475113.html,2026-04-18T06:24:04.449967,craigslist,,,"7610 Skillman St, Dallas",Mid-Range,
Spacious private Rooms  in Richardson,775,$775,dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-private-rooms-in/7928475568.html,2026-04-18T06:24:04.450016,craigslist,,,Dallas,Budget,
"Breakfast bar, spacious living room and bedrooms, w/d connections!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-breakfast-bar-spacious-living/7928474900.html,2026-04-18T06:24:04.450060,craigslist,,,Lake Highlands,Premium,
"Peaceful Courtyard, Covered Parking, Ceiling Fans",1200,"$1,200","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-peaceful-courtyard-covered/7928474734.html,2026-04-18T06:24:04.450101,craigslist,,,"2333 Escalante Ave, Fort Worth",Premium,
Beyond Four Walls: A Place to Truly Call Home!,1692,"$1,692",Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-beyond-four-walls-place-to/7925042098.html,2026-04-18T06:24:04.450143,craigslist,,,Fort Worth,Premium,
"Live in your dream home! 1 Bd/1 ba, 700 SqFt",874,$874,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-live-in-your-dream-home-bd-ba/7927958203.html,2026-04-18T06:24:04.450185,craigslist,1.0,1.0,Fort Worth,Mid-Range,874.0
"1B/1B, Early Check-in Available, Plano TX",343,$343,"9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-1b-1b-early-check-in-available/7926152987.html,2026-04-18T06:24:04.450228,craigslist,,,"9020 Rasor Boulevard, Plano",Budget,
"Free Weights & Yoga/Spin Area with Peloton Bikes, Garages, Tour Today",1600,"$1,600","Grand Prairie, Mansfield, Midlothian",https://dallas.craigslist.org/dal/apa/d/midlothian-free-weights-yoga-spin-area/7928474575.html,2026-04-18T06:24:04.450267,craigslist,,,"Grand Prairie, Mansfield, Midlothian",Premium,
"Ceiling fans, Cable ready, Close to freeway",700,$700,"14018 Brookgreen Drive, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-ceiling-fans-cable-ready-close/7927162346.html,2026-04-18T06:24:04.450309,craigslist,,,"14018 Brookgreen Drive, Dallas",Budget,
"Patio/Balcony, Spanish Speaking Staff, Laundry Facilities",1130,"$1,130","1455 N. Perry Rd, Carrollton, TX",https://dallas.craigslist.org/ndf/apa/d/carrollton-patio-balcony-spanish/7926887900.html,2026-04-18T06:24:04.450348,craigslist,,,"1455 N. Perry Rd, Carrollton",Mid-Range,
"1 BD, In Fort Worth, Dog Park",949,$949,"350 Shady Ln Dr, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-bd-in-fort-worth-dog-park/7925271988.html,2026-04-18T06:24:04.450389,craigslist,1.0,,"350 Shady Ln Dr, Fort Worth",Mid-Range,949.0
Wonderful 2 bed / 2 bath in prime location! Close to everything!,1175,"$1,175",Dallas - Dallas,https://dallas.craigslist.org/dal/apa/d/balch-springs-wonderful-bed-bath-in/7922995082.html,2026-04-18T06:24:04.450429,craigslist,2.0,2.0,Dallas - Dallas,Mid-Range,588.0
"Sparkling swimming pool, fireplace, w/d connections, extra storage!",1375,"$1,375",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-sparkling-swimming-pool/7926973016.html,2026-04-18T06:24:04.450469,craigslist,,,Lake Highlands,Premium,
All-Inclusive Affordable Living - No Hidden Fees,1539,"$1,539","3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-all-inclusive-affordable/7926594935.html,2026-04-18T06:24:04.450511,craigslist,,,"3401 N Central Expy N, Mckinney",Premium,
"Patios/Balconies, Ceiling Fans, Pet-friendly",999,$999,north DFW,https://dallas.craigslist.org/ndf/apa/d/rockwall-patios-balconies-ceiling-fans/7920619767.html,2026-04-18T06:24:04.450553,craigslist,,,North Dfw,Mid-Range,
"Air conditioning, Onsite management, Refrigerator",825,$825,"3565 Timberglen Rd, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-air-conditioning-onsite/7922175993.html,2026-04-18T06:24:04.450593,craigslist,,,"3565 Timberglen Rd, Dallas",Mid-Range,
"Now Showing 1 BR/1 BA Newly Upgraded, One Month Free!",1200,"$1,200",Euless/Bedford,https://dallas.craigslist.org/dal/apa/d/bedford-now-showing-br-ba-newly/7928472059.html,2026-04-18T06:24:04.450635,craigslist,1.0,1.0,Euless/Bedford,Premium,1200.0
"Smoke Free, High Ceilings, Walk-Up",875,$875,"7310 Marvin D. Love Fwy, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-smoke-free-high-ceilings-walk-up/7926215084.html,2026-04-18T06:24:04.450676,craigslist,,,"7310 Marvin D. Love Fwy, Dallas",Mid-Range,
Your New Apartment Awaits / Tu Nuevo Apartamento Te Espera,1195,"$1,195","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-your-new-apartment-awaits-tu/7927581973.html,2026-04-18T06:24:04.450717,craigslist,,,"3130 Lombardy Ln, Dallas",Mid-Range,
Recently Renovated Townhome,2295,"$2,295",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-recently-renovated-townhome/7928471969.html,2026-04-18T06:24:04.450758,craigslist,,,Fort Worth,Luxury,
A cozy 2 bedrooms 1 bath house available for rent,950,$950,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-cozy-bedrooms-bath-house/7928468098.html,2026-04-18T06:24:04.450802,craigslist,2.0,1.0,Dallas,Mid-Range,475.0
Must see custom house near elementary school,2700,"$2,700",north DFW,https://dallas.craigslist.org/ndf/apa/d/plano-must-see-custom-house-near/7928471514.html,2026-04-18T06:24:04.450843,craigslist,,,North Dfw,Luxury,
A charming 2bedrooms 1bath house available for rent,950,$950,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-charming-2bedrooms-1bath-house/7928467076.html,2026-04-18T06:24:04.450882,craigslist,2.0,1.0,Dallas,Mid-Range,475.0
Apartment Alternative: No Deposit and Fully Inclusive!,1399,"$1,399","4505 N Interstate 35, Denton, TX",https://dallas.craigslist.org/ndf/apa/d/denton-apartment-alternative-no-deposit/7927529665.html,2026-04-18T06:24:04.450922,craigslist,,,"4505 N Interstate 35, Denton",Premium,
1 Bedroom 1 Bath Available! GREAT LOCATION AND SPECIAL!,1195,"$1,195","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-bedroom-bath-available-great/7928470579.html,2026-04-18T06:24:04.450985,craigslist,1.0,1.0,"3130 Lombardy Ln, Dallas",Mid-Range,1195.0
"Fireplace, Pool, Playground",920,$920,"4328 Duck Creek Dr, Garland, TX",https://dallas.craigslist.org/mdf/apa/d/garland-fireplace-pool-playground/7927542210.html,2026-04-18T06:24:04.451029,craigslist,,,"4328 Duck Creek Dr, Garland",Mid-Range,
"Gated Access, Spacious Closets, Breakfast Bar",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-gated-access-spacious-closets/7928469647.html,2026-04-18T06:24:04.451070,craigslist,,,Lake Highlands,Premium,
Luxurious 1 bed / 1 bath available with convenient washer & dryer,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-luxurious-bed-bath-available/7926026600.html,2026-04-18T06:24:04.451110,craigslist,1.0,1.0,Dallas,Mid-Range,1150.0
We have the perfect 1 bed 1 bath for you and your pets! Tour today!,1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-we-have-the-perfect-bed-bath-for/7926026547.html,2026-04-18T06:24:04.451149,craigslist,1.0,1.0,Dallas,Mid-Range,1050.0
"Situated in Dallas!, Fireplaces, 2B/2B",1479,"$1,479","9450 Forest Springs Dr, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-situated-in-dallas-fireplaces-2b/7926708832.html,2026-04-18T06:24:04.451190,craigslist,,,"9450 Forest Springs Dr, Dallas",Premium,
The living is easy at our community! Comfortable 1 bed/1 bath!,1124,"$1,124",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-the-living-is-easy-at-our/7927544446.html,2026-04-18T06:24:04.451230,craigslist,1.0,1.0,Dallas,Mid-Range,1124.0
"Premium Luxury 1015 Sq Ft, 2 Bed / 1 Bath in Dallas",1915,"$1,915",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-premium-luxury-1015-sq-ft-bed/7927544346.html,2026-04-18T06:24:04.451268,craigslist,2.0,1.0,Dallas,Premium,958.0
"Spacious floorplans, In Dallas, 1 BD",1000,"$1,000","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-spacious-floorplans-in-dallas-bd/7926647878.html,2026-04-18T06:24:04.451310,craigslist,1.0,,"14000 Esperanza Road, Dallas",Mid-Range,1000.0
"3 bedroom, On-Site Laundry Facilities, Smoke-Free Building",1700,"$1,700","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-bedroom-on-site-laundry/7922607008.html,2026-04-18T06:24:04.451351,craigslist,3.0,,Bedford,Premium,567.0
"Reserved Covered Parking, Spacious Closets, Woodburning Fireplace",930,$930,"2700 Martin Dr, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-reserved-covered-parking/7926264738.html,2026-04-18T06:24:04.451392,craigslist,,,"2700 Martin Dr, Bedford",Mid-Range,
1 bed 1 bath ready to view now! Visit our community today!,915,$915,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-ready-to-view-now/7927984969.html,2026-04-18T06:24:04.451434,craigslist,1.0,1.0,Fort Worth,Mid-Range,915.0
"Covered Parking, Close to Restaurants, W/D Hookup",799,$799,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-covered-parking-close-to/7928467173.html,2026-04-18T06:24:04.451477,craigslist,,,"7610 Skillman St, Dallas",Budget,
You've never seen anything like these deals! Call now!,673,$673,Dallas - Stereo Live Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-youve-never-seen-anything-like/7923203736.html,2026-04-18T06:24:04.451517,craigslist,,,Dallas - Stereo Live Dallas,Budget,
You've never seen anything like these deals! Call now!,673,$673,Dallas - Frasier Dam Park Trails,https://dallas.craigslist.org/dal/apa/d/dallas-youve-never-seen-anything-like/7923861073.html,2026-04-18T06:24:04.451556,craigslist,,,Dallas - Frasier Dam Park Trails,Budget,
All Units Washer/Dryer Connections 1st Month $599,1200,"$1,200","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-all-units-washer-dryer/7928466488.html,2026-04-18T06:24:04.451597,craigslist,,,"2333 Escalante Ave, Fort Worth",Premium,
The living is easy at our community! Comfortable 1 bed/1 bath!,1520,"$1,520",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-the-living-is-easy-at-our/7925139058.html,2026-04-18T06:24:04.451638,craigslist,1.0,1.0,Dallas,Premium,1520.0
A home to adore. Our 2 BR is a must-see.,1365,"$1,365",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-home-to-adore-our-br-is-must-see/7925139391.html,2026-04-18T06:24:04.451678,craigslist,2.0,,Dallas,Premium,682.0
"Discover more: 2 BR, 1 BA, 1039 Sq Ft. It's all here!",1645,"$1,645",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-discover-more-br-ba-1039-sq-ft/7925930266.html,2026-04-18T06:24:04.451718,craigslist,2.0,1.0,Dallas,Premium,822.0
Great community for great people! Visit today!,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-great-community-for-great-people/7925930204.html,2026-04-18T06:24:04.451757,craigslist,,,Dallas,Mid-Range,
"Controlled Access Gated Community, Wood Burning Fireplace, Dog Park",2115,"$2,115","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-controlled-access-gated/7927145893.html,2026-04-18T06:24:04.451798,craigslist,,,"2801 Turnberry Dr, Arlington",Luxury,
"Sundeck with Lounge Chairs, Ceiling Fans, Covered Parking",1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-sundeck-with-lounge-chairs/7928017956.html,2026-04-18T06:24:04.451842,craigslist,,,"2333 Escalante Ave, Fort Worth",Premium,
2beds 1bath house available for rent,950,$950,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-2beds-1bath-house-available-for/7928465789.html,2026-04-18T06:24:04.451884,craigslist,2.0,1.0,Dallas,Mid-Range,475.0
April Special!!,1235,"$1,235","4123 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-april-special/7928465306.html,2026-04-18T06:24:04.451926,craigslist,,,"4123 San Jacinto St, Dallas",Premium,
"Wi-Fi At Pool And Clubhouse, Dog Park, Off Street Parking",1214,"$1,214","248 E Southwest Pkwy, Lewisville, TX",https://dallas.craigslist.org/ndf/apa/d/lewisville-wi-fi-at-pool-and-clubhouse/7926888640.html,2026-04-18T06:24:04.451991,craigslist,,,"248 E Southwest Pkwy, Lewisville",Premium,
"Ceiling Fan, Garage, Granite Countertops",850,$850,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-ceiling-fan-garage-granite/7925302964.html,2026-04-18T06:24:04.452037,craigslist,,,"7610 Skillman St, Dallas",Mid-Range,
Make your home with us! Lovely community with great style!,1152,"$1,152",Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-make-your-home-with-us-lovely/7927958322.html,2026-04-18T06:24:04.452079,craigslist,,,Fort Worth,Mid-Range,
"Experience the zenith of refined living: Our 1 BR, 700 Sq Ft awaits.",1072,"$1,072",Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-experience-the-zenith-of/7927958439.html,2026-04-18T06:24:04.452121,craigslist,1.0,,Fort Worth,Mid-Range,1072.0
"2 Sparkling Swimming Pools, Hardwood Floors, Walk-in Rain Shower",1350,"$1,350","4211 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-sparkling-swimming-pools/7927869700.html,2026-04-18T06:24:04.452164,craigslist,,,"4211 San Jacinto St, Dallas",Premium,
"Clubhouse, Dog Park, On-Site Management",989,$989,"9050 Markville Drive, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-clubhouse-dog-park-on-site/7926216476.html,2026-04-18T06:24:04.452207,craigslist,,,"9050 Markville Drive, Dallas",Mid-Range,
"in Plano TX, Accessible Front Desk, 1B/1B",343,$343,"9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-in-plano-tx-accessible-front-desk/7925800974.html,2026-04-18T06:24:04.452248,craigslist,,,"9020 Rasor Boulevard, Plano",Budget,
"Gated Access, Wood Burning Fireplace, Spacious Closets",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-gated-access-wood-burning/7928462731.html,2026-04-18T06:24:04.452288,craigslist,,,Lake Highlands,Premium,
Your pets deserve the best! Come to our Pet-Friendly 1 BD / 1 BA.,975,$975,Dallas - 5 Minute Drive to Hatfield Park,https://dallas.craigslist.org/dal/apa/d/balch-springs-your-pets-deserve-the/7926926843.html,2026-04-18T06:24:04.452328,craigslist,1.0,1.0,Dallas - 5 Minute Drive To Hatfield Park,Mid-Range,975.0
"Fireplace, w/d connections, huge balcony/patio & much more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-fireplace-d-connections-huge/7928462295.html,2026-04-18T06:24:04.452368,craigslist,,,Lake Highlands,Premium,
COME STAY WITH US WE ARE ONY 30 MINTUES AWAY FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-come-stay-with-us-we-are-ony-30/7928462128.html,2026-04-18T06:24:04.452408,craigslist,,,Dallas,Budget,
"1 BD, Granite countertops, Separate Dining Area",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-bd-granite-countertops-separate/7924957794.html,2026-04-18T06:24:04.452448,craigslist,1.0,,"2501 Webb Chapel Ext, Dallas",Budget,775.0
"1BD 1BA, Balcony or Patio, Efficient Appliances",1375,"$1,375","3701 N O'Connor Rd, Irving, TX",https://dallas.craigslist.org/mdf/apa/d/irving-1bd-1ba-balcony-or-patio/7926408760.html,2026-04-18T06:24:04.452487,craigslist,1.0,1.0,"3701 N O'Connor Rd, Irving",Premium,1375.0
"Sparkling swimming pool, fireplace, w/d connections, extra storage!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-sparkling-swimming-pool/7928461784.html,2026-04-18T06:24:04.452527,craigslist,,,Lake Highlands,Premium,
WOW CANT BELIEVE ONLY 30 MINTUES AWAY FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-wow-cant-believe-only-30-mintues/7928461773.html,2026-04-18T06:24:04.452568,craigslist,,,Dallas,Budget,
