title,price,price_raw,location,link,scraped_at,source
"Close to Freeway, Cable Ready, Fireplace",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-close-to-freeway-cable-ready/7928488891.html,2026-04-18T05:46:47.052314,craigslist
"JOGGING TRAIL, PARK, BEAUTIFUL CANAL VIEWS",2050,"$2,050",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-jogging-trail-park-beautiful/7928488808.html,2026-04-18T05:46:47.052351,craigslist
"Floor to Ceiling Windows, Heated Pool",2244,"$2,244",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-floor-to-ceiling-windows-heated/7928488766.html,2026-04-18T05:46:47.052388,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928488762.html,2026-04-18T05:46:47.052427,craigslist
SOUGHT AFTER LOCATION ~ LUXE AMENITIES,1296,"$1,296",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-sought-after-location-luxe/7928488704.html,2026-04-18T05:46:47.052463,craigslist
SOUGHT AFTER LOCATION ~ LUXE AMENITIES + NORTHWEST ISD,1425,"$1,425",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-sought-after-location-luxe/7928488663.html,2026-04-18T05:46:47.052501,craigslist
"Refrigerator, Near Public Transportation, Electronic Thermostat",1130,"$1,130","1455 N. Perry Rd, Carrollton, TX",https://dallas.craigslist.org/ndf/apa/d/carrollton-refrigerator-near-public/7925129396.html,2026-04-18T05:46:47.052535,craigslist
TIMELESS CHARM ~ ULTIMATE CONVENIENCE,2290,"$2,290",DALLAS/WEST VILLAGE,https://dallas.craigslist.org/dal/apa/d/dallas-timeless-charm-ultimate/7928488591.html,2026-04-18T05:46:47.052571,craigslist
"Updated Interiors, BBQ/Picnic Area, Washer/Dryer Connections",1445,"$1,445","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-updated-interiors-bbq-picnic/7928488557.html,2026-04-18T05:46:47.052607,craigslist
LUXURY LIVING ~ PRESTIGIOUS SETTING,2487,"$2,487",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-luxury-living-prestigious-setting/7928488537.html,2026-04-18T05:46:47.052644,craigslist
Chic Dallas Uptown Living!,2447,"$2,447",DALLAS/WEST VILLAGE,https://dallas.craigslist.org/dal/apa/d/dallas-chic-dallas-uptown-living/7928488490.html,2026-04-18T05:46:47.052681,craigslist
"Onsite management, Laundry facility, Heat included",700,$700,"14018 Brookgreen Drive, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-onsite-management-laundry/7926727892.html,2026-04-18T05:46:47.052718,craigslist
LUXURY LIVING ~ PRESTIGIOUS SETTING W/ UP TO 6 WEEKS FREE,3903,"$3,903",Uptown/ Oaklawn/ Highland Park,https://dallas.craigslist.org/dal/apa/d/dallas-luxury-living-prestigious/7928488351.html,2026-04-18T05:46:47.052755,craigslist
"Flat Screen TVs, Elevator, Microwave",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-flat-screen-tvs-elevator/7926259122.html,2026-04-18T05:46:47.052790,craigslist
WESTERN CHARM ~ LUXE AMENITIES - MONTH FREE,1225,"$1,225",Grapevine/ Roanoke/ Keller,https://dallas.craigslist.org/ftw/apa/d/fort-worth-western-charm-luxe-amenities/7928488167.html,2026-04-18T05:46:47.052825,craigslist
"1 BD, Pet Waste Stations, Patio or Balcony",949,$949,"350 Shady Ln Dr, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-bd-pet-waste-stations-patio/7923058885.html,2026-04-18T05:46:47.052876,craigslist
Unbeatable Ambiance ~ Floor to Ceiling Windows,3020,"$3,020",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-unbeatable-ambiance-floor-to/7928488055.html,2026-04-18T05:46:47.052921,craigslist
"Walk to Trendy Bars, Restaurants, & the Dallas Museum of Art",3466,"$3,466",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-walk-to-trendy-bars-restaurants/7928487971.html,2026-04-18T05:46:47.052958,craigslist
"Disability access, Window coverings, 1/bd 1/ba",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-disability-access-window/7923188216.html,2026-04-18T05:46:47.052993,craigslist
VICTORY PARK HI RISE W/ CONCIERGE AND HEATED POOL,2938,"$2,938",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-victory-park-hi-rise-concierge/7928487920.html,2026-04-18T05:46:47.053031,craigslist
Elevate Your LifeSTYLE ~ Floor to Ceiling Windows ~ Up to 6 WEEKS FREE,1840,"$1,840",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-elevate-your-lifestyle-floor-to/7928487775.html,2026-04-18T05:46:47.053069,craigslist
SERENE SOPHISTICATION ~ COVETED ADDRESS,1600,"$1,600",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-serene-sophistication-coveted/7928487713.html,2026-04-18T05:46:47.053120,craigslist
"Skyline Views, Heated Pool ~ Up to 6 WEEKS FREE!",1718,"$1,718",North Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-skyline-views-heated-pool-up-to/7928487663.html,2026-04-18T05:46:47.053157,craigslist
"Breakfast bar, spacious living room and bedrooms, w/d connections!",1375,"$1,375",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-breakfast-bar-spacious-living/7926973943.html,2026-04-18T05:46:47.053193,craigslist
Residences with Perspective ~ Credit issues-ok - Second Chance,2050,"$2,050",Las Colinas/ Valley Ranch/ Coppell,https://dallas.craigslist.org/mdf/apa/d/irving-residences-with-perspective/7928487506.html,2026-04-18T05:46:47.053229,craigslist
Ready to lease! 2 bed 2 bath home. Check us out!,1499,"$1,499",Dallas - Dallas,https://dallas.craigslist.org/dal/apa/d/balch-springs-ready-to-lease-bed-bath/7926704067.html,2026-04-18T05:46:47.053265,craigslist
"Ceiling Fans, Online Resident Portal, Pet-friendly",1145,"$1,145",north DFW,https://dallas.craigslist.org/ndf/apa/d/rockwall-ceiling-fans-online-resident/7922400547.html,2026-04-18T05:46:47.053302,craigslist
2 level 1 bedroom Townhome ready for move-in Call to schedule a  tour!,1285,"$1,285","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-level-bedroom-townhome-ready-for/7928035222.html,2026-04-18T05:46:47.053338,craigslist
"W/D Hookup, Fireplace, Walk-In Closet",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-d-hookup-fireplace-walk-in-closet/7927189470.html,2026-04-18T05:46:47.053373,craigslist
"1/bd 1/ba, Situated in Bedford!, On-Site Management Team",1125,"$1,125","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-bd-ba-situated-in-bedford-on/7920735498.html,2026-04-18T05:46:47.053409,craigslist
"24-Hour On Call Emergency Maintenance, Soaking Tubs, Spacious Closets",1480,"$1,480","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-24-hour-on-call-emergency/7926597898.html,2026-04-18T05:46:47.053443,craigslist
"Short-Term Stay, Long-Term Comfort - Special Offer!",1399,"$1,399","4505 N Interstate 35, Denton, TX",https://dallas.craigslist.org/ndf/apa/d/denton-short-term-stay-long-term/7926597277.html,2026-04-18T05:46:47.053481,craigslist
Ready to Move? Ventana Ridge Offers Specials + $20 Gas Gift Cards!,1285,"$1,285","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-ready-to-move-ventana-ridge/7928485957.html,2026-04-18T05:46:47.053516,craigslist
"Dive into Dallas's vibe! Perfect 1 bed, 1 bath location.",1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dive-into-dallass-vibe-perfect/7926040042.html,2026-04-18T05:46:47.053552,craigslist
Ideal location! Close to everything! 1 bed / 1 bath! 684 Sqft!,1540,"$1,540",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-ideal-location-close-to/7925231570.html,2026-04-18T05:46:47.053588,craigslist
Charming 3 Bedroom – Stylish & City Living,1499,"$1,499",The Link Apartments,https://dallas.craigslist.org/dal/apa/d/dallas-charming-bedroom-stylish-city/7922031882.html,2026-04-18T05:46:47.053624,craigslist
"On-Site Maintenance, Refrigerator, Playground",945,$945,"4328 Duck Creek Dr, Garland, TX",https://dallas.craigslist.org/mdf/apa/d/garland-on-site-maintenance/7921968326.html,2026-04-18T05:46:47.053659,craigslist
"Spacious Closets, Resident Referral Program, Private Balcony or Patio",930,$930,"2700 Martin Dr, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-spacious-closets-resident/7925463722.html,2026-04-18T05:46:47.053711,craigslist
APPLY TODAY $25 APPLICATION / $599 1ST MONTH,1200,"$1,200","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-apply-today-25-application/7928035213.html,2026-04-18T05:46:47.053758,craigslist
"Dog Park, Wi-Fi at Pool and Clubhouse, Laundry Facilities",1374,"$1,374","9050 Markville Drive, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-dog-park-wi-fi-at-pool-and/7926247723.html,2026-04-18T05:46:47.053797,craigslist
"Snuggle up with FIDO in our charming 1 bd, 1 ba! We're pet-friendly!",795,$795,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-snuggle-up-with-fido-in-our/7927984897.html,2026-04-18T05:46:47.053834,craigslist
"A Dallas gem! 2 bed, 1 bath in the city's best spot.",1915,"$1,915",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dallas-gem-bed-bath-in-the-citys/7926472499.html,2026-04-18T05:46:47.053888,craigslist
Picturesque views - right outside your window! Visit today!,1124,"$1,124",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-picturesque-views-right-outside/7926472462.html,2026-04-18T05:46:47.053928,craigslist
Your dog or cat is welcome! Amazing pet-friendly 1 BR / 1 BA!,1124,"$1,124",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-your-dog-or-cat-is-welcome/7927435208.html,2026-04-18T05:46:47.053964,craigslist
2 Bed / 1 Bath. We welcome your pets! Ask about our pet policy!,1384,"$1,384",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-bed-bath-we-welcome-your-pets/7927435188.html,2026-04-18T05:46:47.053999,craigslist
"Online Payments Available, Pool, Close to Airport",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-online-payments-available-pool/7928483719.html,2026-04-18T05:46:47.054036,craigslist
"1 BD, Situated in Dallas!, Open-concept",825,$825,"3565 Timberglen Rd, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-bd-situated-in-dallas-open/7923022708.html,2026-04-18T05:46:47.054071,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928483537.html,2026-04-18T05:46:47.054107,craigslist
ST PATRICK'S SPECIAL!! $0 DEPOSIT,1310,"$1,310",EAST DALLAS,https://dallas.craigslist.org/dal/apa/d/dallas-st-patricks-special-deposit/7919388267.html,2026-04-18T05:46:47.054143,craigslist
"Dog Park, Wi-Fi At Pool And Clubhouse, Fitness Center",1474,"$1,474","248 E Southwest Pkwy, Lewisville, TX",https://dallas.craigslist.org/ndf/apa/d/lewisville-dog-park-wi-fi-at-pool-and/7926868002.html,2026-04-18T05:46:47.054179,craigslist
"Patio/Balcony, Playground, Covered Parking",1300,"$1,300","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-patio-balcony-playground/7928483334.html,2026-04-18T05:46:47.054215,craigslist
"Quality 2 bed, 2 bath with the amenities you desire! 1032 Sq Feet!",1390,"$1,390",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-quality-bed-bath-with-the/7926682335.html,2026-04-18T05:46:47.054255,craigslist
"Rest and relax in our tranquil 1 bed, 1 bath in Dallas",1445,"$1,445",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-rest-and-relax-in-our-tranquil/7926682084.html,2026-04-18T05:46:47.054291,craigslist
Luxurious 1 bed / 1 bath available with convenient washer & dryer,704,$704,Dallas - Frasier Dam Park Trails,https://dallas.craigslist.org/dal/apa/d/dallas-luxurious-bed-bath-available/7926404209.html,2026-04-18T05:46:47.054327,craigslist
"Unmatched design, unparalleled comfort: Your dream 1 BR is here.",824,$824,Dallas - Frasier Dam Park Trails,https://dallas.craigslist.org/dal/apa/d/dallas-unmatched-design-unparalleled/7926404041.html,2026-04-18T05:46:47.054362,craigslist
Fully equipped kitchen includes convenient trash compactor,2455,"$2,455",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-fully-equipped-kitchen-includes/7927543603.html,2026-04-18T05:46:47.054397,craigslist
Wow! This 1 Bedroom is simply stunning! Visit today! 632 Sq Ft!,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-wow-this-bedroom-is-simply/7927543635.html,2026-04-18T05:46:47.054432,craigslist
"Close to shopping, Spacious floorplans, Open-concept",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-close-to-shopping-spacious/7926724191.html,2026-04-18T05:46:47.054472,craigslist
April Special!!,1310,"$1,310","4211 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-april-special/7928482765.html,2026-04-18T05:46:47.054570,craigslist
"Let us help you find your next home! Check out this 1 bed, 1 bath!",874,$874,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-let-us-help-you-find-your/7925044155.html,2026-04-18T05:46:47.054613,craigslist
Unleash boundless possibilities: Your dream 1 BR is just a call away.,998,$998,Fort Worth,https://dallas.craigslist.org/ftw/apa/d/arlington-unleash-boundless/7926432744.html,2026-04-18T05:46:47.054652,craigslist
You will love the Renaissance at River Oaks,1300,"$1,300","Houston, TX",https://dallas.craigslist.org/dal/apa/d/houston-you-will-love-the-renaissance/7921562112.html,2026-04-18T05:46:47.054690,craigslist
"Free Parking, Dogs Welcome, Business Center",1699,"$1,699","9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-free-parking-dogs-welcome/7923266474.html,2026-04-18T05:46:47.054732,craigslist
"Your Ideal Stay - Affordable Monthly Rates, No Deposit Needed!",1539,"$1,539","3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-your-ideal-stay-affordable/7927921713.html,2026-04-18T05:46:47.054770,craigslist
"Prime Location, Gated Commnunity!!",1075,"$1,075",The Link Apartments!!,https://dallas.craigslist.org/dal/apa/d/dallas-prime-location-gated-commnunity/7926628142.html,2026-04-18T05:46:47.054806,craigslist
You will love this 2 bed / 2 bath. A Higher Quality of Living!,1175,"$1,175",Dallas - Dallas,https://dallas.craigslist.org/dal/apa/d/balch-springs-you-will-love-this-bed/7927901264.html,2026-04-18T05:46:47.054841,craigslist
"Amplio espacio verde, vestidor, apto para bicicletas",1275,"$1,275","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-amplio-espacio-verde-vestidor/7922425992.html,2026-04-18T05:46:47.054917,craigslist
HOME FOR SALE! #182,1850,"$1,850",SOUTHFORK DENTON,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-sale-182/7926487469.html,2026-04-18T05:46:47.054958,craigslist
HOME FOR SALE/RENT! #319,1950,"$1,950",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-319/7926421504.html,2026-04-18T05:46:47.054997,craigslist
HOME FOR SALE/RENT! #370,2000,"$2,000",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-370/7926422838.html,2026-04-18T05:46:47.055035,craigslist
HOME FOR SALE/RENT! #207,1900,"$1,900",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-207/7926420712.html,2026-04-18T05:46:47.055071,craigslist
HOME FOR SALE/RENT! #380,2250,"$2,250",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-380/7926422312.html,2026-04-18T05:46:47.055109,craigslist
HOME FOR RENT!,1750,"$1,750",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923291361.html,2026-04-18T05:46:47.055144,craigslist
HOME FOR RENT!,1490,"$1,490",north DFW,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent/7923290240.html,2026-04-18T05:46:47.055179,craigslist
HOME FOR SALE/RENT! #2,1799,"$1,799",DENTON FALLS,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-sale-rent/7926683766.html,2026-04-18T05:46:47.055214,craigslist
HOME FOR RENT! #182,1850,"$1,850",SOUTHFORK DENTON,https://dallas.craigslist.org/ndf/apa/d/denton-home-for-rent-182/7926704903.html,2026-04-18T05:46:47.055249,craigslist
HOME FOR SALE/RENT! #352,2050,"$2,050",REDWOOD AT THE LAKE,https://dallas.craigslist.org/ndf/apa/d/wylie-home-for-sale-rent-352/7926423305.html,2026-04-18T05:46:47.055285,craigslist
Move-In Special Alert — Ventana Ridge Apartments + Gas Card Promo!,1195,"$1,195",Luis Castro,https://dallas.craigslist.org/ndf/apa/d/dallas-move-in-special-alert-ventana/7928480059.html,2026-04-18T05:46:47.055323,craigslist
"2 bed 2 bath, $1149 1050 sq ft. $99 FIRST MONTHS RENT SPECIAL",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-99-first/7925447513.html,2026-04-18T05:46:47.055357,craigslist
"Air Conditioner, Recycling, Stainless Steel Appliances",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-air-conditioner-recycling/7928029869.html,2026-04-18T05:46:47.055416,craigslist
"Onsite management, Air conditioning, Close to schools",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-onsite-management-air/7926280353.html,2026-04-18T05:46:47.055454,craigslist
"In Dallas, High speed internet access, 1BD 1BA",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-in-dallas-high-speed-internet/7923906598.html,2026-04-18T05:46:47.055490,craigslist
"Fabulous 629 sq ft 1 bed, 1 bath in sought-after Dallas area",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-fabulous-629-sq-ft-bed-bath-in/7925230927.html,2026-04-18T05:46:47.055527,craigslist
"Settle in, Spread Out: Find Your Happy Place!",1050,"$1,050",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-settle-in-spread-out-find-your/7926026634.html,2026-04-18T05:46:47.055563,craigslist
"Window Coverings, W/D Hookup, Electronic Thermostat",995,$995,"1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-window-coverings-d-hookup/7926262643.html,2026-04-18T05:46:47.055601,craigslist
"3B/2B, Off-Street Parking, in Bedford TX",1700,"$1,700","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-3b-2b-off-street-parking-in/7922398562.html,2026-04-18T05:46:47.055636,craigslist
"Wood Burning Fireplace, Clubhouse, Controlled Access Gated Community",1475,"$1,475","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-wood-burning-fireplace/7926643299.html,2026-04-18T05:46:47.055670,craigslist
"Flat Screen TVs, Close to Freeway, Free Parking",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-flat-screen-tvs-close-to-freeway/7925775489.html,2026-04-18T05:46:47.055705,craigslist
"Manager's Special: No Lease, No Deposit Required",1689,"$1,689","380 W Lyndon B Johnson Fwy, Irving, TX",https://dallas.craigslist.org/ndf/apa/d/irving-managers-special-no-lease-no/7927971853.html,2026-04-18T05:46:47.055740,craigslist
"Built in Bookcases, Fireplaces, 1 Bed",1175,"$1,175",The Link Apartments!,https://dallas.craigslist.org/dal/apa/d/dallas-built-in-bookcases-fireplaces-bed/7926633743.html,2026-04-18T05:46:47.055933,craigslist
